path	sentence
clips\10649.mp3	王董，怎麼好意思讓你請客呢
clips\10650.mp3	這一點要向王董多多學習
clips\10651.mp3	下次來高雄換我們招待
clips\10652.mp3	三位帥哥如何稱呼
clips\10653.mp3	他是國際大紡織廠的王董事長
clips\10654.mp3	王董跟兩位帥哥，你們好
clips\10655.mp3	他說天馬酒家很好玩
clips\10656.mp3	而且你們有特別的哦
clips\10657.mp3	今天請兩位貴賓來這兒
clips\10658.mp3	待會兒我吩咐一些美女陪你們
clips\10659.mp3	再唱要給我一百塊哦
clips\10660.mp3	你的意思是我唱得很難聽嗎
clips\10661.mp3	不然我再唱另外一首給你聽
clips\10662.mp3	妳越唱越冷場
clips\10663.mp3	你會不會覺得這個地方很無聊
clips\10664.mp3	小姐像木頭一樣
clips\10665.mp3	麥可可能沒跟你說清楚
clips\10666.mp3	沒說清楚嗎
clips\10667.mp3	她會準備什麼特別的給我們
clips\10668.mp3	這叫三星報喜
clips\10669.mp3	現在妳們三人一個一個唱名來
clips\10670.mp3	我是小丸子
clips\10671.mp3	我正好叫花輪
clips\10672.mp3	你要向我求婚嗎，哥哥
clips\10673.mp3	妳一坐下就馬上乾杯哦
clips\10674.mp3	來酒家本來就是要喝酒的啊
clips\10675.mp3	喝得醉醺醺好做人
clips\10676.mp3	妳這麼說也對
clips\10677.mp3	看你們誰要娶我
clips\10678.mp3	妳滿十八歲了嗎
clips\10679.mp3	我不相信有什麼不能說的祕密
clips\10680.mp3	裡面有個妹妹很怕蜘蛛
clips\10681.mp3	他說要我給她三千塊壓壓驚
clips\10682.mp3	說到錢眼睛睜那麼大
clips\10683.mp3	妳們三人誰最年輕
clips\10684.mp3	裝小的意思就是不要耍我們
clips\10685.mp3	我看應該是咪咪最年輕
clips\10686.mp3	身分證拿出來就有錢了，快
clips\10687.mp3	妳未滿十八歲耶
clips\10688.mp3	這麼年輕啊
clips\10689.mp3	我的小丸子也未滿十八歲
clips\10690.mp3	未滿十八歲
clips\10691.mp3	妳們三人都未滿十八歲
clips\10692.mp3	有人通報天馬酒家裡面
clips\10693.mp3	有未成年少女陪酒
clips\10694.mp3	麻煩妳跟我回警局解釋解釋
clips\10695.mp3	未成年少女及外籍陪酒小姐
clips\10696.mp3	大人，我已經說過很多遍了
clips\10697.mp3	我不敢僱用非法小姐
clips\10698.mp3	沒有的事要我承認什麼
clips\10699.mp3	警察為了業績就可以亂抓人嗎
clips\10700.mp3	請問王正義王警官在嗎
clips\10701.mp3	王小隊長正在裡面忙
clips\10702.mp3	你能否把這個禮盒轉交給他
clips\10703.mp3	我媽要我把這個禮盒轉交給你
clips\10704.mp3	不准妳開口、閉口侮辱警察
clips\10705.mp3	沒關係，我好好伺候妳
clips\10706.mp3	你想對我怎麼樣
clips\10707.mp3	熱拿鐵拿來
clips\10708.mp3	我可以告你
clips\10709.mp3	警察不能請嫌疑犯喝咖啡
clips\10710.mp3	葉姐，趁熱喝
clips\10711.mp3	你對我這麼好，我會怕
clips\10712.mp3	我們玩過幾次諜對諜的遊戲了
clips\10713.mp3	江湖上算是老朋友
clips\10714.mp3	我算妳一個友情價
clips\10715.mp3	那些未成年少女都已經認罪了
clips\10716.mp3	如果妳現在認罪
clips\10717.mp3	以為我會相信你的話嗎
clips\10718.mp3	叫那些女孩子來跟我對質啊
clips\10719.mp3	看來妳應該不是第一次被抓吧
clips\10720.mp3	這位是葉小姐的律師
clips\10721.mp3	來帶我的當事人離開
clips\10722.mp3	蕭律師，不好意思
clips\10723.mp3	葉小姐是我當場逮捕的現行犯
clips\10724.mp3	未成年少女及外籍陪酒小姐
clips\10725.mp3	就是浪費大家時間
clips\10726.mp3	妳承認不就沒事了
clips\10727.mp3	你就是欺負善良老百姓
clips\10728.mp3	才是欺負善良老百姓
clips\10729.mp3	我王正義隨妳叫
clips\10730.mp3	而且你的說法有些出入
clips\10731.mp3	要抓也是抓丁大川
clips\10732.mp3	如果你要抓也是抓董事長
clips\10733.mp3	隨便找個人頭登記為負責人
clips\10734.mp3	騙三歲小孩嗎
clips\10735.mp3	她可以告你
clips\10736.mp3	正義，先放人吧
clips\10737.mp3	豬頭警察，謝謝你的咖啡
clips\10738.mp3	你隨便我叫
clips\10739.mp3	葉蔻，要不要緊
clips\10740.mp3	沒事，頂多嚇唬我罷了
clips\10741.mp3	有什麼話我們出去再說
clips\10742.mp3	也好，不然出去外面說
clips\10743.mp3	剛好治我的頭痛
clips\10744.mp3	那個歐巴桑嘴真硬
clips\10745.mp3	原來是幕後黑手
clips\10746.mp3	整群如同烏鴉一般黑
clips\10747.mp3	總有一天我一定會親手抓回來
clips\10748.mp3	讓你們插翅難飛
clips\10749.mp3	這趟辛苦妳了
clips\10750.mp3	給你跟店裡惹這麼多麻煩
clips\10751.mp3	我擔心妳真的被收押
clips\10752.mp3	我就虧欠妳一輩子了
clips\10753.mp3	你都不欠我
clips\10754.mp3	葉蔻，妳還是聽我的
clips\10755.mp3	快想辦法弄走那些非法的
clips\10756.mp3	杜董，這是阿賢師開的菜單
clips\10757.mp3	現在老了不能坐檯當媽媽桑
clips\10758.mp3	不過這麼說來妳真努力
clips\10759.mp3	妳用未成年少女賺錢
clips\10760.mp3	那天來找你的那位太太說
clips\10761.mp3	跟你是同鄉
clips\10762.mp3	妳說紅蝦伯母嗎
clips\10763.mp3	你還記得她說什麼威脅我了嗎
clips\10764.mp3	不對，她說我不正當營業
clips\10765.mp3	有一天會被抄
clips\10766.mp3	葉蔻姐，妳現在懷疑我嗎
clips\10767.mp3	如果妳懷疑我可以直說
clips\10768.mp3	妳現在說我是告密者
clips\10769.mp3	葉蔻姐，妳這麼說太過分了
clips\10770.mp3	但我絕不是告密者
clips\10771.mp3	我之前尊敬妳是老闆娘
clips\10772.mp3	但妳現在無憑無據就誣賴我
clips\10773.mp3	家昌，你先去廚房
clips\10774.mp3	這裡我處理就好
clips\10775.mp3	叫你去沒聽到嗎
clips\10776.mp3	我真想不通
clips\10777.mp3	你們倆為什麼合不來
clips\10778.mp3	否則為何不作聲
clips\10779.mp3	我不管什麼紅蝦不紅蝦
clips\10780.mp3	家昌絕不是告密者
clips\10781.mp3	以後不知道會惹來多少麻煩
clips\10782.mp3	現在在這裡你支持他
clips\10783.mp3	別再胡思亂想
clips\10784.mp3	這位是公司人事部經理曾經理
clips\10785.mp3	讓他用最快的速度進入狀況
clips\10786.mp3	我有事先去忙了
clips\10787.mp3	以後你坐這裡
clips\10788.mp3	各位，我向你們介紹
clips\10789.mp3	這位就是業務部經理的特助
clips\10790.mp3	就不會被業務部經理親戚搶走
clips\10791.mp3	有時候時機、運氣也很重要
clips\10792.mp3	不會，我離開這行好幾年了
clips\10793.mp3	聽你這麼說我就放心了
clips\10794.mp3	但我怕不知道淑惠會不會誤會
clips\10795.mp3	我們夫妻已經很感謝
clips\10796.mp3	你帶我回公司
clips\10797.mp3	桌上這些東西你整理整理
clips\10798.mp3	經理特別交代要你做簡報
clips\10799.mp3	阿博師，你現在嘆什麼氣
clips\10800.mp3	有什麼問題先說說
clips\10801.mp3	讓阿博師算清楚一點
clips\10802.mp3	你們要到了
clips\10803.mp3	但我現在還有客人
clips\10804.mp3	我現在快幫客人算完了
clips\10805.mp3	我女兒現在情況怎麼樣
clips\10806.mp3	你女兒金日生的
clips\10807.mp3	所以生產過程
clips\10808.mp3	我擔心不會太順利
clips\10809.mp3	也許得剖腹
clips\10810.mp3	有什麼其他方法可以化解嗎
clips\10811.mp3	也許會解除她命中注定的風險
clips\10812.mp3	無緣無故挨一刀
clips\10813.mp3	有什麼好處
clips\10814.mp3	剖腹完表示孩子提早出生
clips\10815.mp3	取名字很方便不是嗎
clips\10816.mp3	對哦，我們還沒幫孩子想名字
clips\10817.mp3	找一些名字給我們參考
clips\10818.mp3	我今天說到這裡結束了
clips\10819.mp3	你還沒說怎麼就結束了
clips\10820.mp3	不，可以說的我都說了
clips\10821.mp3	不可以說的就是天機了
clips\10822.mp3	而且接下來的客人快進來了
clips\10823.mp3	要進來也得等我外孫取好名字
clips\10824.mp3	你沒有聽過先來後到嗎
clips\10825.mp3	沒有八字怎麼取名字呢
clips\10826.mp3	我跟他約的時間到了
clips\10827.mp3	我們這麼熟會跟你計較這個嗎
clips\10828.mp3	看你這樣子明明在跟我計較
clips\10829.mp3	雙車，既然如此
clips\10830.mp3	下一組客人來這裡的時候
clips\10831.mp3	真的是親家
clips\10832.mp3	我猜得還真準
clips\10833.mp3	你們來找師父算什麼
clips\10834.mp3	我們來幫孩子取名字
clips\10835.mp3	我們來幫孩子取名字沒錯
clips\10836.mp3	但最重要是請教阿博師
clips\10837.mp3	才能讓家燕平安生產
clips\10838.mp3	這麼說還差不多
clips\10839.mp3	親家，請問你問完了嗎
clips\10840.mp3	家燕的事待會兒再問親家
clips\10841.mp3	少包一個紅包
clips\10842.mp3	被妳這麼說好像我很貪財
clips\10843.mp3	我說來一趟問你兩件事
clips\10844.mp3	怕太占用你的時間
clips\10845.mp3	但要麻煩妳提醒雙車
clips\10846.mp3	用他的車將他的軍
clips\10847.mp3	不會，我們會靜靜坐在這裡
clips\10848.mp3	這是我兒子跟媳婦的八字
clips\10849.mp3	看一眼就記住了嗎
clips\10850.mp3	不，你們不是來取名字的嗎
clips\10851.mp3	這是妳兒子跟媳婦的八字
clips\10852.mp3	取名字得用孩子的八字
clips\10853.mp3	我可以告訴你們一個大概方向
clips\10854.mp3	所以孩子的生肖
clips\10855.mp3	家燕的預產期是哪一天
clips\10856.mp3	預產期如果沒有提早是屬羊的
clips\10857.mp3	還說得多麼關心媳婦
clips\10858.mp3	忘了預產期
clips\10859.mp3	代表我們頭腦好、記性差
clips\10860.mp3	跟我們關不關心家燕沒關係
clips\10861.mp3	如果關心就會牢記
clips\10862.mp3	連老婆生日哪一天我都忘了
clips\10863.mp3	仍然這麼關心她
clips\10864.mp3	這這明明是兩回事
clips\10865.mp3	好了，你們倆真是愛鬥嘴
clips\10866.mp3	剛才提醒過你了
clips\10867.mp3	安靜聽就好
clips\10868.mp3	阿博師，你繼續說
clips\10869.mp3	我們現在以屬羊的說好了
clips\10870.mp3	明年金羊年
clips\10871.mp3	屬羊的人憨厚老實
clips\10872.mp3	但有責任感、正義感
clips\10873.mp3	所以一定會遇到貴人相助
clips\10874.mp3	這聽來還不錯
clips\10875.mp3	但屬羊的個性較為固執
clips\10876.mp3	有時候很喜歡胡思亂想
clips\10877.mp3	尤其遇到感情上做決定的時候
clips\10878.mp3	經常三心二意，猶豫不決
clips\10879.mp3	猶豫沒關係，不要被騙就好了
clips\10880.mp3	但中年以後就比較順利了
clips\10881.mp3	所以算是走老運的
clips\10882.mp3	才知道取名字的方向在哪裡
clips\10883.mp3	好，屬羊的人取名字
clips\10884.mp3	名字裡面最好不要有肉字邊
clips\10885.mp3	碰到老鼠就是六害
clips\10886.mp3	碰到牛就是六沖
clips\10887.mp3	碰到狗、龍變天羅地網
clips\10888.mp3	但準備上桌了
clips\10889.mp3	見王變牲禮
clips\10890.mp3	所以跟這些有關的名字
clips\10891.mp3	跟武器有關的字形也不能用
clips\10892.mp3	會影響健康
clips\10893.mp3	你剛才說水會傷及
clips\10894.mp3	會不會傷到我外孫
clips\10895.mp3	又不在你的範圍內
clips\10896.mp3	你的車不會傷人嗎
clips\10897.mp3	而且他還是雙車，兩台車耶
clips\10898.mp3	如果禁忌這麼多很難選
clips\10899.mp3	你看哪個字比較好
clips\10900.mp3	羊愛吃草嘛
clips\10901.mp3	喜歡在樹林裡逛來逛去
clips\10902.mp3	如果是草字頭、木字旁
clips\10903.mp3	名字裡面如果有豆、米
clips\10904.mp3	有口、門的
clips\10905.mp3	這輩子不愁吃穿了
clips\10906.mp3	人不是有得吃、有得住就好
clips\10907.mp3	如果要有成就一點
clips\10908.mp3	名字取得好比較重要
clips\10909.mp3	對，所以配對字，名字就好
clips\10910.mp3	譬如說配兔、豬叫三合
clips\10911.mp3	如果配馬、蛇叫三會
clips\10912.mp3	所以兔、豬、馬、蛇
clips\10913.mp3	有關的字都很讚
clips\10914.mp3	來啦，我舉一個例子
clips\10915.mp3	家庭的家下面一個豕
clips\10916.mp3	屆時我們再取一個
clips\10917.mp3	較溫柔、賢慧的名字就好了
clips\10918.mp3	男孩子名字要取得有氣魄才對
clips\10919.mp3	我女兒一定生女孩
clips\10920.mp3	屆時準備好十萬塊才對
clips\10921.mp3	不過那包紅包誰包
clips\10922.mp3	林家不會占別人便宜
clips\10923.mp3	另外一半找他拿
clips\10924.mp3	跟這種人結親家真的很倒楣
clips\10925.mp3	所以如果遇到什麼不愉快
clips\10926.mp3	來這是剛才我們的 感謝
clips\10927.mp3	還有親家剛才
clips\10928.mp3	我剛才算你們女兒生產過程
clips\10929.mp3	所以雙車兄要特別提醒他們
clips\10930.mp3	我有事想請議員作主
clips\10931.mp3	我會請議員的助理連絡你們
clips\10932.mp3	等我把議員開會資料處理好
clips\10933.mp3	兩位先請坐，喝杯茶
clips\10934.mp3	祕書，我先把他們的資料寫下來
clips\10935.mp3	我兒子在學校運動會跌倒
clips\10936.mp3	應該是操場跑道沒做好的問題
clips\10937.mp3	輕微腦震盪，沒有大礙
clips\10938.mp3	不過校長至今都沒有處理
clips\10939.mp3	等議員回來馬上幫你們處理
clips\10940.mp3	議員，他們兩位有事來陳情
clips\10941.mp3	是啊，你們的服務我們很滿意
clips\10942.mp3	拜託你我們很放心
clips\10943.mp3	這是他們剛才陳情的事
clips\10944.mp3	議員，你明晚有個婚宴
clips\10945.mp3	但我記得應該是今晚
clips\10946.mp3	議員的行程妳會比我清楚嗎
clips\10947.mp3	不是，我那天聽到了
clips\10948.mp3	不過我應該不會記錯才對
clips\10949.mp3	楊祕書，妳再去確認確認
clips\10950.mp3	素帆，妳這幾天還習慣嗎
clips\10951.mp3	議員，是今天晚上沒錯
clips\10952.mp3	楊祕書，妳已經跟著我多久了
clips\10953.mp3	記錯日期是很重要的事
clips\10954.mp3	做事又積極進取
clips\10955.mp3	今天演講稿還有出席的貴賓
clips\10956.mp3	素帆，妳要我查會員電話號碼
clips\10957.mp3	了解會員對公會的看法
clips\10958.mp3	那我我該怎麼問
clips\10959.mp3	就說你是理事張文學
clips\10960.mp3	需要我們幫忙嗎
clips\10961.mp3	你你對公會有什麼看法嗎
clips\10962.mp3	林溪水真愛跟我唱反調
clips\10963.mp3	不知道他在反對我什麼
clips\10964.mp3	讓家燕自然生就好了
clips\10965.mp3	親家他們想挑一個好時辰
clips\10966.mp3	你自己不是常找阿博師算命
clips\10967.mp3	嘴巴說跟開刀不一樣
clips\10968.mp3	為什麼要多割一刀讓肚子痛
clips\10969.mp3	好像少了一味什麼
clips\10970.mp3	我覺得好像少了團圓
clips\10971.mp3	以前人多隨便吃都好吃
clips\10972.mp3	好比中午剩我跟家龍在家沒菜
clips\10973.mp3	我們豬油拌飯、拌醬油
clips\10974.mp3	覺得很香又好吃了
clips\10975.mp3	現在 你跟家龍
clips\10976.mp3	用飯拌豬油、醬油很香又好吃
clips\10977.mp3	你不要嫌棄嘛
clips\10978.mp3	我是覺得今天沒胃口
clips\10979.mp3	你不用再擔心家龍跟淑惠了
clips\10980.mp3	他們很懂事、會打算
clips\10981.mp3	重點是我們兩個把身體照顧好
clips\10982.mp3	才可以認真奮鬥事業
clips\10983.mp3	現在台北物價怎麼這麼高
clips\10984.mp3	這幾年台北什麼都一直漲
clips\10985.mp3	你待在鄉下這麼久了
clips\10986.mp3	不會啊，我覺得鄉下比較好
clips\10987.mp3	怎麼樣，最近好嗎
clips\10988.mp3	因為工作很忙都沒打電話給你
clips\10989.mp3	爸，這陣子天氣比較冷
clips\10990.mp3	早晚多穿一點衣服
clips\10991.mp3	你在台北自己多注意點
clips\10992.mp3	現在台北天氣變冷了
clips\10993.mp3	自己該穿就要穿
clips\10994.mp3	子豪已經開始適應台北的生活
clips\10995.mp3	台北的工作做得順利嗎
clips\10996.mp3	還可以，慢慢適應了
clips\10997.mp3	自己要多注意
clips\10998.mp3	該穿暖和要穿得暖和
clips\10999.mp3	該做的我們再做，不要太累了
clips\11000.mp3	我看新聞常報導過勞死
clips\11001.mp3	我們不要用性命去賺錢
clips\11002.mp3	如果吃不慣台北的食物
clips\11003.mp3	只有吃飯的時候
clips\11004.mp3	你不在身邊永遠少了一味
clips\11005.mp3	剛才吃飯時我才告訴你阿姨
clips\11006.mp3	沒有你們在身邊一起吃飯
clips\11007.mp3	我也覺得好像少了一味什麼
clips\11008.mp3	我看你越講越愁眉苦臉
clips\11009.mp3	晚上不容易入眠
clips\11010.mp3	我帶淑惠、子豪回去看你們
clips\11011.mp3	有哦，好高興
clips\11012.mp3	你阿姨說很高興啦
clips\11013.mp3	好啦，我不跟你多說了
clips\11014.mp3	中午放飯時間只有一個小時
clips\11015.mp3	有空再打電話回來就好
clips\11016.mp3	明明想打電話給兒子
clips\11017.mp3	明明想孫子
clips\11018.mp3	要你不必這麼硬撐
clips\11019.mp3	這泡茶喝下去特別幸福
clips\11020.mp3	跟兒子講個電話而已
clips\11021.mp3	你這個歐吉桑
clips\11022.mp3	整個心情都好了起來
clips\11023.mp3	你現在打電話給誰
clips\11024.mp3	我跟雨傘公會的人說話
clips\11025.mp3	一個個打電話拜會才知道
clips\11026.mp3	原來有這麼多事情要處理
clips\11027.mp3	我過去真的太笨拙了
clips\11028.mp3	好，繼續保持
clips\11029.mp3	還會主動打電話關心會員
clips\11030.mp3	他上班沒幾天
clips\11031.mp3	現在懂得思考了
clips\11032.mp3	我覺得應該是虎頭蛇尾
clips\11033.mp3	阿霞，他有今天這種進步
clips\11034.mp3	添富，爸爸問你
clips\11035.mp3	是不是你教哥哥的
clips\11036.mp3	應該互相求進步才對
clips\11037.mp3	爸，我認為應該是素帆的關係
clips\11038.mp3	她對哥的影響真的很大
clips\11039.mp3	她做事謹慎、反應又快
clips\11040.mp3	在辦公室都會自己找事情做
clips\11041.mp3	好比她看到很多民眾找我陳情
clips\11042.mp3	想到幫我建立一個陳情檔案室
clips\11043.mp3	她真的是認真、負責
clips\11044.mp3	所以這件事一定是她教的
clips\11045.mp3	爸，當初你撮合素帆跟哥
clips\11046.mp3	爸爸有今天這個地位
clips\11047.mp3	每走一步棋都有所打算
clips\11048.mp3	現在看他們如何發展下去了
clips\11049.mp3	江素帆這個女孩很有自己想法
clips\11050.mp3	不可能接受文學
clips\11051.mp3	很多女孩子都很虛偽
clips\11052.mp3	別被她騙了
clips\11053.mp3	妳不要每次都瞧不起文學好嗎
clips\11054.mp3	認為沒有女孩喜歡他嗎
clips\11055.mp3	文學不錯，他很好啊
clips\11056.mp3	我們根本不知道她們在想什麼
clips\11057.mp3	如果江素帆反感呢
clips\11058.mp3	我覺得這件事不太可能
clips\11059.mp3	感情是慢慢培養
clips\11060.mp3	素帆會漸漸看到他的優點
clips\11061.mp3	只看兩人每天相處罷了
clips\11062.mp3	江素帆這個人還需要觀察
clips\11063.mp3	所有事情豈不全白費工夫嗎
clips\11064.mp3	已經從舞廳安排到辦公室
clips\11065.mp3	這件事不可以胡說，知道嗎
clips\11066.mp3	知道，我聽懂了
clips\11067.mp3	以後別說我不關心文學
clips\11068.mp3	每次關心都挨你罵
clips\11069.mp3	媽，妳誤會了
clips\11070.mp3	其實我覺得素帆是個好女孩
clips\11071.mp3	哥也真心喜歡她
clips\11072.mp3	阿霞，進去泡茶
clips\11073.mp3	我有事跟添富說
clips\11074.mp3	添富，金董事長公司的事
clips\11075.mp3	爸，我跟金董事長約好了
clips\11076.mp3	六點前要處理好這件事
clips\11077.mp3	正義，吃便當
clips\11078.mp3	何必跟豬賭氣，過來吃吧
clips\11079.mp3	別讓我找到天馬酒家的證據
clips\11080.mp3	一個女孩子，很漂亮哦
clips\11081.mp3	茼蒿送香菇給我做什麼
clips\11082.mp3	是不是你的愛慕者
clips\11083.mp3	與正氣凜然的態度所感動
clips\11084.mp3	怎麼可以亂收民眾送的禮物呢
clips\11085.mp3	糟了，會不會遇到暴露狂
clips\11086.mp3	暴露狂，你這個暴露狂 我不是暴露狂，我是王正義
clips\11087.mp3	茼蒿小姐，拜託妳好嗎
clips\11088.mp3	對了，代我向妳媽媽道謝
clips\11089.mp3	警察不可以收民眾的禮物
clips\11090.mp3	是不是送你香菇禮盒
clips\11091.mp3	我媽之前送他香菇禮盒
clips\11092.mp3	所以才專程還給我
clips\11093.mp3	我媽上次來台北遇到
clips\11094.mp3	妳媽從未送過我東西
clips\11095.mp3	他這兩天帶人抄酒店
clips\11096.mp3	不可能，我說話都很小心
clips\11097.mp3	不需要這樣懷疑她
clips\11098.mp3	對不起，是我說錯話了
clips\11099.mp3	無憑無據就胡亂懷疑
clips\11100.mp3	好，讓妳打
clips\11101.mp3	我今天跟老闆娘有點不愉快
clips\11102.mp3	對不起，不該扯到妳
clips\11103.mp3	今天又被老闆娘罵了嗎
clips\11104.mp3	反正這兩天我要交接了
clips\11105.mp3	以後不用再去那裡上班
clips\11106.mp3	妳也可以比較放心
clips\11107.mp3	這裡好冷，我們先進去
clips\11108.mp3	為了趕快讓妳當老闆娘
clips\11109.mp3	你沒回來我不安心
clips\11110.mp3	第一天上班就這麼晚嗎
clips\11111.mp3	離開職場這麼久
clips\11112.mp3	連公司制度也E化了
clips\11113.mp3	既然需要時間適應
clips\11114.mp3	所有業務要在規定時間內完成
clips\11115.mp3	沒關係，等慢慢上手就習慣了
clips\11116.mp3	別管我，妳妳先去睡吧
clips\11117.mp3	今天你就是經理了
clips\11118.mp3	不會像現在每天這麼累
clips\11119.mp3	你覺得很好笑嗎
clips\11120.mp3	現在我從一個特助開始做起
clips\11121.mp3	還得留在公司加班
clips\11122.mp3	我不是安慰妳
clips\11123.mp3	今天進公司我才知道
clips\11124.mp3	這幾年來此行業變化甚大
clips\11125.mp3	有些專業術語我根本聽不懂
clips\11126.mp3	我的程度根本無法帶人
clips\11127.mp3	看到你這麼累
clips\11128.mp3	我開始懷疑當初堅持來台北
clips\11129.mp3	究竟是對、是錯
clips\11130.mp3	拚出一番成績給爸爸看
clips\11131.mp3	心頭亂亂紛紛
clips\11132.mp3	時間就像這艘船
clips\11133.mp3	載我離開作夢的青春
clips\11134.mp3	但是看到你身心俱疲
clips\11135.mp3	我真的覺得很對不起你
clips\11136.mp3	有什麼對不起
clips\11137.mp3	有壓力才是進步的開始
clips\11138.mp3	相信我很快能跟上公司的腳步
clips\11139.mp3	我怕你心情調適不過來
clips\11140.mp3	之前你在公司職位這麼高
clips\11141.mp3	結果現在卻要從特助做起
clips\11142.mp3	當年妳離開台北的生活
clips\11143.mp3	跟著我去鄉下養豬
clips\11144.mp3	是否與我現在一樣
clips\11145.mp3	當年妳都可以犧牲自己
clips\11146.mp3	跟著我到鄉下適應養豬的生活
clips\11147.mp3	現在我也可以
clips\11148.mp3	慢慢從一個特助做起
clips\11149.mp3	以後妳要做好心理準備
clips\11150.mp3	我這個特助不知道要做多久
clips\11151.mp3	我擔心妳跟子豪會吃苦
clips\11152.mp3	我跟子豪都不覺得是吃苦
clips\11153.mp3	反而是你比較委屈
clips\11154.mp3	為了我跟子豪這麼辛苦
clips\11155.mp3	如同你之前所言
clips\11156.mp3	就會比較輕鬆 就會比較輕鬆
clips\11157.mp3	等會兒我來整理廚房就好了
clips\11158.mp3	明天一早妳還要送子豪去學校
clips\11159.mp3	你也要早點睡
clips\11160.mp3	等會兒還要完成它
clips\11161.mp3	你早點做完早點睡
clips\11162.mp3	現在要向大家報告的是
clips\11163.mp3	簡報的第一頁
clips\11164.mp3	現在要向大家報告的是
clips\11165.mp3	一個簡單的報告你弄那麼久
clips\11166.mp3	確定準備好再報告
clips\11167.mp3	現在最厲害的3D簡報
clips\11168.mp3	因為我會給你們三百六十度
clips\11169.mp3	全方位的精細、清楚
clips\11170.mp3	一目了然的互動式簡報
clips\11171.mp3	現在不只電影3D
clips\11172.mp3	連簡報也3D
clips\11173.mp3	我離開這幾年
clips\11174.mp3	你看，活魚賣成死魚了
clips\11175.mp3	最近生意怎麼跟之前差那麼多
clips\11176.mp3	真是一粒老鼠屎壞了一鍋粥
clips\11177.mp3	老闆，你的蛤蜊會縮水嗎
clips\11178.mp3	我家的蛤蜊會噴水不會縮水
clips\11179.mp3	我看光噴水就噴掉半斤了吧
clips\11180.mp3	當初買的時候你在這裡嗎
clips\11181.mp3	數字不會騙人
clips\11182.mp3	妳會上法院，我告訴妳
clips\11183.mp3	不要再作點心給我吃了
clips\11184.mp3	想先請妳嘗嘗好不好吃
clips\11185.mp3	我回去研究雨傘公會
clips\11186.mp3	我想開一個會員大會
clips\11187.mp3	這些點心要送他們吃的
clips\11188.mp3	那是藍苺乳酪
clips\11189.mp3	不是，我不敢吃辣
clips\11190.mp3	可以針對產品做討論
clips\11191.mp3	你都要盡全力幫忙
clips\11192.mp3	會員對你才有向心力，知道嗎
clips\11193.mp3	產品要做討論
clips\11194.mp3	議員，偷斤減兩的事
clips\11195.mp3	他直接在秤上動手腳
clips\11196.mp3	好，這兩天我過去看
clips\11197.mp3	阿水說的事是真的
clips\11198.mp3	有的在秤上動手腳
clips\11199.mp3	用針筒注水，增加重量
clips\11200.mp3	這些事是消費者知道的
clips\11201.mp3	還有很多消費者不知道的事
clips\11202.mp3	魚市場的生意跟以前不能比了
clips\11203.mp3	消費者吃虧的事都傳出去了
clips\11204.mp3	議員，如果你願意幫忙
clips\11205.mp3	好，我知道了
clips\11206.mp3	剛才你們說勇哥很耳熟
clips\11207.mp3	每次選舉都來幫忙的勇哥
clips\11208.mp3	所以勇哥是你的樁腳
clips\11209.mp3	這件事我會視情況處理
clips\11210.mp3	我們未來的夢都在這裡
clips\11211.mp3	你要在這裡開店嗎
clips\11212.mp3	雖然這裡沒有獨立店面
clips\11213.mp3	但人潮很多，你看
clips\11214.mp3	人家說人潮就是錢潮
clips\11215.mp3	我想什麼妳都知道
clips\11216.mp3	從這裡開始打出知名度
clips\11217.mp3	等賺了錢再出去開餐廳
clips\11218.mp3	惠如，妳知道嗎
clips\11219.mp3	都是從夜市起家的
clips\11220.mp3	但英雄不怕出身低
clips\11221.mp3	不管我們的餐廳開在哪裡
clips\11222.mp3	客人才會口耳相傳
clips\11223.mp3	但台北人吃東西都是吃氣氛
clips\11224.mp3	所以我打算租下這裡
clips\11225.mp3	而且要走高級的質感路線
clips\11226.mp3	一定要是帥哥、美女
clips\11227.mp3	家昌，來美食街的人
clips\11228.mp3	他們反而不敢進來
clips\11229.mp3	是平實的價格、高級的享受
clips\11230.mp3	但開餐廳最重要是料理好吃
clips\11231.mp3	我作的料理需要懷疑嗎
clips\11232.mp3	一定會賣得嗄嗄叫
clips\11233.mp3	而且這裡這麼寬敞
clips\11234.mp3	雖然在美食街裡面
clips\11235.mp3	我覺得雖然有獨立的空間
clips\11236.mp3	但似乎把美食街的人潮隔開了
clips\11237.mp3	那是因為我還沒來開店
clips\11238.mp3	人潮就會往這邊來了
clips\11239.mp3	但店面這麼大
clips\11240.mp3	我一開始也擔心店租肯定很貴
clips\11241.mp3	但想不到店租很便宜
clips\11242.mp3	願意算我便宜一點
clips\11243.mp3	不租出去是因為在等我
clips\11244.mp3	機會不是說來就來
clips\11245.mp3	我已經等很久了
clips\11246.mp3	這次一定要好好把握機會
clips\11247.mp3	不能讓別人看不起我
clips\11248.mp3	明天早自習要考英文
clips\11249.mp3	爸爸今天幾點下班啊
clips\11250.mp3	爸爸好幾天都沒有回來了
clips\11251.mp3	我可以等他回來再去睡嗎
clips\11252.mp3	我們搬上台北之後都很忙
clips\11253.mp3	子豪反而變得比較懂事了
clips\11254.mp3	子豪才懂得珍惜
clips\11255.mp3	他知道你賺錢很辛苦
clips\11256.mp3	所以讀書很認真
clips\11257.mp3	子豪這麼認真學習
clips\11258.mp3	我這個爸爸也不可以輸他
clips\11259.mp3	你已經很努力了
